0 , 4.78
1 , 2.73
2 , 7.62
0 , 4.77
1 , 2.75
2 , 7.62
0 , 4.83
1 , 2.75
2 , 7.64
2 , 7.6
0 , 4.78
1 , 2.73
0 , 4.79
1 , 2.78
2 , 7.65
0 , 4.75
1 , 2.73
2 , 7.62
0 , 4.81
1 , 2.74
2 , 7.63
1 , 2.76
2 , 7.57
0 , 4.79
1 , 2.76
0 , 4.77
0 , 4.81
1 , 2.76
2 , 7.57
0 , 4.79
1 , 2.73
2 , 7.65
0 , 4.81
2 , 7.61
1 , 2.74
0 , 4.81
2 , 7.66
1 , 2.76
0 , 4.78
1 , 2.76
2 , 7.58
0 , 4.78
1 , 2.75
2 , 7.61
0 , 4.77
1 , 2.74
2 , 7.62
2 , 7.66
1 , 2.73
0 , 4.81
0 , 4.78
2 , 7.69
1 , 2.78
0 , 4.79
1 , 2.74
2 , 7.66
0 , 4.77
1 , 2.72
2 , 7.63
1 , 2.79
2 , 7.63
0 , 4.81
0 , 4.8
1 , 2.76
2 , 7.6
0 , 4.77
1 , 2.75
2 , 7.61
0 , 4.76
1 , 2.71
2 , 7.64
0 , 4.77
1 , 2.76
2 , 7.6
0 , 4.79
2 , 7.67
1 , 2.76
1 , 2.76
0 , 4.78
2 , 7.64
0 , 4.8
1 , 2.72
2 , 7.65
0 , 4.79
1 , 2.76
2 , 7.61
1 , 2.73
2 , 7.61
0 , 4.81
0 , 4.77
1 , 2.74
2 , 7.63
0 , 4.78
1 , 2.76
0 , 4.79
1 , 2.75
2 , 7.61
0 , 4.77
1 , 2.74
2 , 7.62
0 , 4.79
2 , 7.6
1 , 2.76
0 , 4.77
1 , 2.76
2 , 7.62
0 , 4.79
1 , 2.74
2 , 7.65
0 , 4.8
1 , 2.76
2 , 7.65
0 , 4.8
1 , 2.75
2 , 7.67
0 , 4.77
1 , 2.76
2 , 7.63
0 , 4.77
1 , 2.79
2 , 7.66
0 , 4.79
1 , 2.76
2 , 7.6
0 , 4.77
1 , 2.76
2 , 7.63
1 , 2.74
0 , 4.8
2 , 7.6
0 , 4.76
1 , 2.79
2 , 7.58
0 , 4.79
1 , 2.75
2 , 7.61
0 , 4.77
1 , 2.76
2 , 7.66
0 , 4.79
1 , 2.76
2 , 7.63
0 , 4.77
1 , 2.8
2 , 7.61
0 , 4.77
2 , 7.63
1 , 2.75
0 , 4.8
1 , 2.73
2 , 7.61
0 , 4.79
1 , 2.77
2 , 7.6
0 , 4.82
2 , 7.67
1 , 2.77
0 , 4.8
1 , 2.76
2 , 7.65
0 , 4.77
1 , 2.77
2 , 7.58
0 , 4.8
1 , 2.73
2 , 7.58
0 , 4.81
1 , 2.77
2 , 7.67
0 , 4.79
1 , 2.76
2 , 7.62
0 , 4.8
2 , 7.58
1 , 2.74
0 , 4.79
1 , 2.75
2 , 7.54
0 , 4.79
1 , 2.78
2 , 7.58
0 , 4.8
1 , 2.78
2 , 7.66
0 , 4.78
1 , 2.74
2 , 7.6
0 , 4.78
2 , 7.63
1 , 2.76
0 , 4.81
1 , 2.73
2 , 7.62
0 , 4.79
1 , 2.74
2 , 7.65
1 , 2.75
0 , 4.78
2 , 7.58
0 , 4.77
1 , 2.76
2 , 7.6
0 , 4.77
1 , 2.76
2 , 7.6
0 , 4.77
1 , 2.76
2 , 7.6
0 , 4.78
1 , 2.78
2 , 7.62
1 , 2.76
0 , 4.78
2 , 7.57
0 , 4.81
2 , 7.61
1 , 2.76
0 , 4.79
1 , 2.72
2 , 7.66
0 , 4.79
1 , 2.75
2 , 7.67
0 , 4.77
2 , 7.64
1 , 2.78
0 , 4.78
1 , 2.74
2 , 7.62
0 , 4.78
1 , 2.77
2 , 7.6
0 , 4.79
1 , 2.74
2 , 7.64
0 , 4.78
1 , 2.76
2 , 7.66
0 , 4.77
1 , 2.77
2 , 7.62
2 , 7.64
0 , 4.78
1 , 2.74
0 , 4.77
1 , 2.77
2 , 7.64
0 , 4.82
1 , 2.73
2 , 7.62
0 , 4.79
1 , 2.76
2 , 7.62
2 , 7.64
0 , 4.8
1 , 2.71
1 , 2.76
2 , 7.65
0 , 4.75
0 , 4.77
1 , 2.78
2 , 7.64
0 , 4.79
1 , 2.76
2 , 7.66
0 , 4.77
1 , 2.79
2 , 7.56
0 , 4.8
2 , 7.63
1 , 2.74
0 , 4.77
1 , 2.74
2 , 7.61
0 , 4.77
1 , 2.77
2 , 7.61
0 , 4.8
1 , 2.76
2 , 7.66
0 , 4.79
1 , 2.73
2 , 7.64
0 , 4.77
2 , 7.66
1 , 2.77
0 , 4.77
1 , 2.73
0 , 4.78
1 , 2.73
2 , 7.65
0 , 4.78
2 , 7.58
1 , 2.74
0 , 4.8
1 , 2.75
2 , 7.62
0 , 4.74
1 , 2.78
2 , 7.64
0 , 4.79
1 , 2.8
2 , 7.64
0 , 4.78
1 , 2.78
2 , 7.62
2 , 7.61
0 , 4.79
1 , 2.78
1 , 2.76
0 , 4.77
2 , 7.57
0 , 4.79
1 , 2.8
2 , 7.57
0 , 4.77
1 , 2.78
2 , 7.62
0 , 4.79
2 , 7.65
1 , 2.74
1 , 2.75
0 , 4.81
2 , 7.63
0 , 4.78
1 , 2.77
2 , 7.63
0 , 4.76
1 , 2.76
2 , 7.62
0 , 4.79
1 , 2.77
2 , 7.65
0 , 4.77
1 , 2.76
2 , 7.64
1 , 2.77
2 , 7.61
0 , 4.78
0 , 4.77
1 , 2.74
2 , 7.68
0 , 4.79
1 , 2.77
2 , 7.63
2 , 7.61
1 , 2.73
0 , 4.76
1 , 2.76
2 , 7.64
0 , 4.8
0 , 4.76
1 , 2.76
2 , 7.63
0 , 4.79
1 , 2.77
2 , 7.67
0 , 4.77
1 , 2.73
2 , 7.62
2 , 7.65
1 , 2.76
0 , 4.78
0 , 4.78
2 , 7.65
1 , 2.74
0 , 4.78
1 , 2.71
2 , 7.66
0 , 4.77
1 , 2.78
2 , 7.6
2 , 7.65
0 , 4.8
1 , 2.77
2 , 7.66
0 , 4.77
1 , 2.75
0 , 4.77
1 , 2.76
2 , 7.62
0 , 4.79
1 , 2.72
2 , 7.61
0 , 4.77
1 , 2.75
2 , 7.6
0 , 4.76
1 , 2.75
2 , 7.6
0 , 4.77
1 , 2.78
2 , 7.62
0 , 4.8
1 , 2.75
2 , 7.63
0 , 4.79
1 , 2.76
2 , 7.65
0 , 4.78
1 , 2.81
2 , 7.64
2 , 7.61
0 , 4.79
1 , 2.77
1 , 2.75
0 , 4.79
2 , 7.65
0 , 4.77
1 , 2.78
2 , 7.66
0 , 4.75
1 , 2.76
2 , 7.67
0 , 4.81
1 , 2.75
2 , 7.62
0 , 4.79
1 , 2.73
2 , 7.63
0 , 4.8
1 , 2.74
2 , 7.66
0 , 4.76
1 , 2.77
2 , 7.62
0 , 4.76
1 , 2.71
2 , 7.65
2 , 7.55
1 , 2.73
0 , 4.77
0 , 4.78
2 , 7.62
1 , 2.8
0 , 4.77
1 , 2.78
2 , 7.63
0 , 4.77
1 , 2.75
2 , 7.56
2 , 7.65
0 , 4.79
1 , 2.75
0 , 4.75
2 , 7.65
1 , 2.74
0 , 4.79
1 , 2.75
2 , 7.63
0 , 4.78
1 , 2.75
2 , 7.63
0 , 4.79
1 , 2.76
2 , 7.61
2 , 7.61
0 , 4.79
1 , 2.78
0 , 4.79
1 , 2.77
2 , 7.62
0 , 4.8
1 , 2.76
2 , 7.62
0 , 4.75
1 , 2.74
2 , 7.63
1 , 2.75
2 , 7.64
0 , 4.78
1 , 2.77
2 , 7.63
0 , 4.77
0 , 4.79
1 , 2.77
2 , 7.64
0 , 4.77
1 , 2.76
2 , 7.61
0 , 4.78
1 , 2.76
2 , 7.66
0 , 4.78
2 , 7.6
1 , 2.74
2 , 7.63
0 , 4.78
1 , 2.76
0 , 4.79
1 , 2.77
2 , 7.65
0 , 4.78
1 , 2.77
2 , 7.64
0 , 4.78
1 , 2.76
2 , 7.72
1 , 2.75
2 , 7.67
0 , 4.78
0 , 4.78
1 , 2.74
2 , 7.64
